ano,State,Value,mes_5_PRCP,mes_6_PRCP,mes_7_PRCP,mes_8_PRCP,mes_5_TMean,mes_6_TMean,mes_7_TMean,mes_8_TMean,mes_5_TMAX,mes_6_TMAX,mes_7_TMAX,mes_8_TMAX,mes_5_TMIN,mes_6_TMIN,mes_7_TMIN,mes_8_TMIN,mes_5_diff,mes_6_diff,mes_7_diff,mes_8_diff
2006,KANSAS,115.0,23.919766837768854,27.205052498745086,20.08691286220445,40.61747962918261,186.8222287579998,242.2173026780519,272.7054327833921,260.7108088163381,257.7931023968292,317.4484978484948,346.13318746093074,327.7093763646446,115.88042248521472,167.01144678925337,199.2897323050701,193.646951994496,141.8549733300441,150.40718853356978,146.8350121943392,134.07447462999983
2007,KANSAS,138.0,51.89686027578866,53.20411444974595,29.52026962381904,21.90922298991714,189.35832770989347,224.2689661076202,255.8893095722844,275.6373147926783,249.37777440023143,284.5721457765848,318.9357130140546,341.6667933000569,129.29761409216624,163.9553238678904,192.8443296078277,209.59861896179103,120.06545640072612,120.60527773716008,126.05786962831286,132.06175955933753
2008,KANSAS,133.0,48.07184557356252,46.44487046952012,30.19683538111432,32.66605395288803,172.28798499367562,232.3907965859569,258.4133639874615,239.6108927822901,243.9803878896062,300.5351134948013,326.63066612883085,301.14166039467665,100.62299586778929,164.23326509483346,190.1565475280999,178.08817951744064,143.33003153305987,136.33773691692997,136.49118562083774,123.076573755351
2009,KANSAS,155.0,25.53689109306087,43.02148456726432,34.50432105205378,35.84705232049609,172.46189980345605,236.13681045187155,241.31779256063768,234.69874718624968,237.81662434624144,300.7879510007125,308.0932207658686,302.31768397777864,107.0887808584955,171.47502468357374,174.49029967290312,167.10007508018143,130.72252713112755,129.31520732460416,133.59177898149636,135.17330102794432
2010,KANSAS,124.0,37.1385928396575,44.85157328052232,42.8841186159341,26.586778323989865,167.89054067686294,250.29146575896263,265.54396967918643,265.9449278681019,231.2679227877547,315.28801428278086,326.9933831013114,339.68972849062186,104.47843705245748,185.29493240038568,204.11860845352464,192.1912719677872,126.85937990847644,129.99306671715394,122.84389413670606,147.5062048195774
2011,KANSAS,107.0,32.31836220030365,26.38611091437804,24.008119053887977,31.20250476884275,170.46292429691078,249.8640996346162,295.18528992998347,271.63772246787005,241.4369597111056,323.984399739728,370.50888776414814,346.25065497223306,99.5912955894768,175.93155014907586,219.9965066617284,197.19109370142567,141.7509938687271,147.8674598123768,150.32480581189418,148.87500062021633
2012,KANSAS,95.0,16.57880300959353,21.677380289810102,11.569284837098849,25.451357731533463,206.76169930029795,252.002110900694,292.9287584369104,247.2653391316813,284.08670689740006,330.4002240741939,373.86491049173225,329.5510797853053,129.44082466018364,173.614668960812,211.9937246307904,164.9896198947343,154.6332510860357,156.74846894592113,161.88850743467503,164.55631761915168
2013,KANSAS,126.0,39.94720686184146,26.61243749513905,46.64439991450385,47.620975845315925,173.60263527377688,239.1194919374568,250.9478729177086,246.63123003312316,243.6270158557681,310.91295557788965,318.7676425786,308.2126338612203,103.61804773198752,167.34904804537177,183.14853301791968,185.05899191721983,139.9691750835787,143.56356778094502,135.6069844649566,123.13730035226048
2014,KANSAS,149.0,20.421504690229387,74.21168476848011,23.782236018770323,29.652010427682768,182.97941700816855,231.45272614231695,241.27048645042365,257.57859833676787,259.3264471323631,292.16756322186734,309.49490267893464,329.83163480375947,106.62634514487476,170.76028071811453,173.05773574890816,185.3017051372494,152.694382321832,121.38765863241002,136.4189825555707,144.55378639903688
2015,KANSAS,148.0,74.52328261483225,34.15603202801289,49.02381888948676,30.773984266956774,167.05415060479888,243.91377981082408,261.2933585966149,239.3229032148239,224.1913088931488,307.9013176718543,324.88592846171395,307.9446000617029,109.9217960428386,179.92869395433587,197.66124102580463,170.66617682732675,114.27129111514574,127.95688237550232,127.26423514162067,137.3040637547037
2016,KANSAS,142.0,48.308379582603294,25.91417905357631,51.942753800683775,50.70390894455184,165.09131572557223,254.24931847919967,265.30812852399293,248.01806320311087,229.8729742340061,324.82923982888366,328.28416519812663,309.9912810249241,100.32392767339908,183.66588856975864,202.3067258082507,186.03712597159188,129.55880717899882,141.1598426993679,125.97640805319092,123.956749601833
2017,KANSAS,132.0,44.38049168522352,35.97216161171786,24.11657091643496,37.62284917379557,169.0551182257339,239.13102077504277,266.9918618486847,228.00014634507133,239.47162704513784,310.1844972174448,335.5962743539636,294.3359313829029,98.64029972254949,168.0488733024201,198.38856932804205,161.7049430640861,140.88578693176677,142.16708403651955,137.22719077941272,132.60687137934315
2018,KANSAS,129.0,39.39682000678165,35.96016353008996,42.19036049132591,44.35761947590692,219.10967226489024,257.1389221525834,260.91727497768136,244.64958837893204,292.1426620727078,326.0188062909234,328.9400564972039,308.92975190103226,146.09694431263264,188.1988187174916,192.7117585679665,180.28026020071292,146.06026213189287,137.84658739536437,136.35918788778733,128.80486421618846
2019,KANSAS,133.0,99.96106773924568,48.399451365313375,25.18152078229509,77.53662379283075,160.60047105802622,226.19907202303287,259.1136577498108,249.82538330476197,219.1520609023929,293.6254946290674,326.2317947005209,310.4631546878696,102.0245170246668,158.74724261502644,191.9470819746656,189.1871766129464,117.18912559512891,134.9154836219,134.32878539012788,121.27564682448784
2020,KANSAS,134.0,41.54577965297815,28.75702630139974,60.92847536084936,16.677789766057277,165.20363126423914,253.82166902889765,262.73758299286624,245.60614257856483,228.53368182113212,326.0439996933694,324.3176159484467,315.9241758647228,101.87895440201976,181.5879962595524,200.9669645230617,175.16708712473206,126.66447493987457,144.4501524795989,123.12100887104351,140.82609242757056
2021,KANSAS,139.0,55.7682139612168,31.398279349821173,28.13672434297843,29.617902585432585,166.26608732424378,243.9238106499228,253.8957277728707,261.472903055272,223.63897061099087,311.17418624641294,318.8219388845605,331.5243547234006,108.69025336283454,176.24655727922274,188.78676943181011,191.24682344428592,114.6983484675018,134.5128913868655,129.81487971572295,140.12653306290994
2022,KANSAS,115.0,55.62172403871743,39.13725466934172,30.20520380779729,12.619042082991712,182.75659597778676,244.0447621975598,272.47099321013854,262.2918475640768,247.58499829455332,310.6457188924263,343.9836844500109,340.2356850696687,117.64300595982,177.4569249935666,200.9691975620863,184.3518980703336,129.6669984702241,133.17567440798646,143.01717333904378,155.87989898748637
2023,KANSAS,124.0,35.07452064642114,39.96299062611413,42.30226373108603,28.6083257146785,188.7926129401116,232.5649107980544,259.1568532155537,261.98307665357936,258.17093696790005,300.02683295128844,326.824366638945,337.84187312256347,119.40454436589071,165.11464102533688,191.4948121078286,186.1197550696251,138.7785168677683,134.90699910658435,135.31810296910348,151.72516637649184
1973,KENTUCKY,85.0,54.14564411746139,44.86966349309891,46.07817003784746,18.65058241611261,160.57858780664006,234.12684244203552,247.1453269406516,239.68694277991392,225.39498775010208,297.16415859160827,306.5854146534016,302.020605749655,95.76196982546512,171.05864335541503,187.61591858529383,177.33454660789124,129.6332359623499,126.136398173241,118.87490901639534,124.6595629837056
1974,KENTUCKY,82.0,48.53963072527416,43.346621664967344,21.640902450242137,61.3352808529432,185.64029248074223,203.14054407557967,241.4806644665909,233.24132860028408,246.9894745386904,264.1265063233966,306.21810594360426,290.59855249283515,124.40030662600412,141.9520223577236,176.7489206030053,175.89666135567256,122.70530894627764,122.3532353457794,129.41685729133278,114.6835770372018
1975,KENTUCKY,77.0,32.45726940523736,30.35074571215511,25.944358228562425,32.46400726337942,198.15397873504585,228.04932368386665,241.8915414536229,251.64782911050312,262.7992797271364,290.3338987054843,307.8873650076758,309.3007096864652,133.51511178952822,165.7249990159001,175.9811007307442,194.0885904465531,129.26917322301833,124.60678875628776,131.6598513180097,115.1040913629878
1976,KENTUCKY,102.0,32.20831946706096,51.891703648357016,37.88560593965443,21.72214497892567,159.8765507007532,219.19039786865736,233.464678679154,221.4565379120246,232.0045818457533,279.75547022070754,298.6161812870674,288.5892702159331,88.09982122070407,158.7017548965984,168.31262849373303,154.33556221739906,144.08516002159908,121.11668478848858,130.29577058303067,134.27566329496224
1977,KENTUCKY,90.0,17.426374008989576,44.059521087937945,37.763986264601,52.97766911884848,202.4919609933096,223.54374173675905,257.5567930505305,241.92038186670592,275.8486530381284,288.1848681335689,319.9465047506848,299.3930239856025,129.0263949424455,158.8256615861746,195.1304701885121,183.4003933833104,146.75261876804936,129.29825984941107,124.8029825745093,116.8794065091886
1978,KENTUCKY,85.0,46.07410504556202,24.762860699089973,45.52521848179504,49.1834644257729,170.8265986799163,229.11089438608437,248.7234581312872,241.7578841919546,233.68781525913172,295.74069655583145,311.7430738620042,300.5312745244285,108.14746730106587,162.35358188374892,185.5158421773833,182.8618748994374,125.73481066499356,133.19732020342897,125.9796955034388,117.50030084648
1979,KENTUCKY,102.0,39.59578573775834,42.38619722064524,52.71414635140612,44.124250738688254,172.93107499111275,219.9603251397457,234.933358554714,236.3156611679181,241.83630828049496,283.9319027831232,286.46656385063807,294.32916473224594,104.2620054075126,156.06839877709788,183.70109112787463,178.400944677245,137.57416390656218,128.0115729540223,102.93251740805552,115.92493927137495
1980,KENTUCKY,70.0,30.01276988904133,22.846064019113992,39.351768373688586,27.14741843265833,180.9733823568636,220.9851386346782,262.9337567808462,261.8486904416232,249.7327720848922,291.2106028615059,331.7687223468975,329.03844302869635,112.2492684092322,150.6584483311632,194.12845396778528,194.73896054027915,137.52912657034855,140.3826674269922,137.5483835180754,134.2197543974158
1981,KENTUCKY,98.0,50.7742350206473,42.00397331056163,42.33722667359743,25.119442678943845,161.0438317231709,235.4172323487872,249.1715972115038,232.5518818306764,227.23862258050997,295.7126241309803,305.6777758178437,293.54681733659663,94.8029489540302,175.14648760368155,192.657118602959,171.59488640957233,132.2105069089085,120.53866648840622,113.02120690288773,121.91399084220816
1982,KENTUCKY,103.0,35.22408163948866,37.22272231499928,35.80212352570588,44.72630712454559,204.0688091577896,205.93377822490496,247.92465810524672,225.29182673614844,277.2425206391291,269.28548904538343,307.18378718626235,286.3177206702947,130.65885331199516,142.1151178575836,188.46541487355677,163.85058596797137,146.3278485268166,126.70342164095683,118.51825816203124,122.05178786829252
1983,KENTUCKY,48.0,79.55565675611022,27.250549749292308,24.090456428520508,17.318967880160926,164.34135582997934,220.3203477268992,257.6091089354932,265.1579373230942,229.8297750000157,288.0219099236222,325.8698676183917,338.8501689935627,98.8887049400262,152.6112684988674,189.2832384395,191.61786108689336,130.79995051613702,135.5695397524671,136.75659928819672,147.38446334093706
1984,KENTUCKY,100.0,71.37817062758319,17.27882274050714,38.73231467535989,22.45268876254537,163.5065792849136,241.61075682195084,233.5734162697561,239.6548182807485,229.784574261766,310.8532941353837,298.96449818967363,302.8596395079771,97.47707343807087,172.5791044776119,168.30767121498067,176.4707650241022,132.5559899537048,138.48507462686567,130.78216383983496,126.40942245060717
1985,KENTUCKY,102.0,35.7099798886342,37.11495204137642,33.73948987807684,47.53366253661826,187.5768969120944,218.42695881026427,243.2789187203633,230.72153768682628,253.14344514962613,281.95406341430225,306.1384378155189,286.7652256128891,121.95879418634291,154.91031401823844,180.46004180073152,174.67654397298682,131.13309647506355,126.9860498169466,125.70330320066314,112.08998742767896
1986,KENTUCKY,92.0,37.93982069115619,22.85369981279562,33.41892438797243,27.494760160379283,189.5877289419729,234.4432340111039,261.5269195335918,226.6163851477476,254.44548775872235,299.534745072591,328.38895305667853,294.8686803604884,124.73793701837543,169.381052855925,194.67909688419547,158.34558190589232,129.71551763349888,130.18302212297422,133.7240670461733,136.50459042548172
1987,KENTUCKY,104.0,24.99814006426439,31.6251349417946,39.1672553914043,22.481053623000257,210.12742838104435,237.48716533198527,250.2097284836813,249.77267256094893,283.7022645658928,304.27005746667726,315.7552340934623,320.3784741979253,136.57718051110672,170.69017457276897,184.6642228739003,179.20761296158506,147.14967236969702,133.56578426938393,131.09101121956203,141.21160327395282
1988,KENTUCKY,73.0,23.580986002493365,8.428680188146979,40.9049132990636,31.06467060254894,177.7239079762254,226.097417325139,254.4350634345056,255.40386099947048,259.74069108709404,315.6752048580626,325.0482158997484,323.8039280053072,95.72578743075763,136.52716564237636,183.8219109692629,186.97702834799608,163.9962410909355,179.1405033655253,141.22630493048553,136.83234959410296
1989,KENTUCKY,116.0,38.748500613838914,56.46094111748874,38.15247086020366,33.579337808444464,161.10809924057978,220.70597717679968,243.30691578957928,234.8223496342021,226.4089958852952,277.9981365647157,300.56789302904855,295.94490262256653,95.76801617795915,163.2402922996426,186.0471411843353,173.705139126152,130.6801661252412,114.55932067569792,114.53257359334438,122.24137889239016
1990,KENTUCKY,100.0,52.88683739550218,28.82264950401368,31.9297258983298,32.68443044609052,168.96665473828628,225.48005870868624,242.64983097025623,233.9171342774618,227.452946303426,292.10725464243654,308.0782966201909,297.069534556407,110.51869915186202,158.66692690349694,177.2210973870614,170.76473399851662,116.9725831302794,133.25439186750063,130.85507462452023,126.30480055789036
1991,KENTUCKY,89.0,33.91874304271086,27.00376715640706,31.37673489577027,23.236848953893087,213.8429373853328,236.7477099416448,254.7355547565366,241.3127532590065,271.49261022782184,296.5510407377314,317.0029170006744,310.8363531004265,156.20090299794532,176.96810043680028,192.4601898723526,171.77208141029274,115.33689327063225,119.55739322811104,124.52985690309282,139.07444844214527
1992,KENTUCKY,132.0,35.99740016120439,36.477350435775485,52.356617663294,33.09093054734752,168.17536611999782,206.35988180368403,245.97419584908752,217.5025361574712,231.71359366039192,265.8119000055138,302.4490936923773,276.45784825028926,104.64449801522504,146.92118276901934,189.52188471134068,158.5175921654978,127.09119303101006,118.90403640365945,112.9520214178375,117.88751393046049
1993,KENTUCKY,104.0,26.69088750452513,41.98319137415935,26.66395782845827,32.48477667757248,181.61959108136287,223.41494079888503,265.4544543541738,247.56481852600805,249.33208646593337,289.6443727816423,329.40650516380987,312.7128027886093,113.86064904442372,157.1855088161278,201.5007568041812,182.4418511819721,135.5178840738783,132.45886396551452,127.90410161927224,130.24593468807177
1994,KENTUCKY,128.0,26.50628942424121,29.75577714020613,35.056885320868474,29.998347877439254,159.9909430511245,239.80384103993717,245.7823953943448,229.99687907181888,232.00425783893527,303.9876683898605,303.2941088595916,295.8713141937504,87.88939430864833,175.31613446099922,188.2601629950166,164.106867534648,144.0266295756215,128.36765469984687,115.02342693049368,131.75778820761968
1995,KENTUCKY,108.0,75.25474101336758,36.64473028473216,25.665189007383493,28.39579000767003,179.19548703368096,224.456271281234,252.0479402021673,265.11625667035133,241.6427690387854,287.09734958915465,315.788618046498,329.72340538701445,116.75646128844568,161.81539329382613,188.31137179975747,200.5106926708582,124.89456401020888,125.28215661584132,127.47313680481967,129.21112799898626
1996,KENTUCKY,124.0,58.67242402739548,39.56966327161618,45.98276538446876,21.45744953242418,194.1897319160843,226.02030252650255,234.3816833957505,237.2245096224108,256.7339891812609,286.7647557947033,293.0787746513348,300.15938910672986,131.69754735440034,165.27584925830178,175.72015113653754,174.3071755742864,124.90992022070714,121.4889065364016,117.31868746410098,125.83466809624886
1997,KENTUCKY,103.0,44.08692090075386,60.43163277622544,19.4983710502947,26.61958617887501,152.6754094691392,213.38324780495287,247.6135404746156,229.80060585302493,220.0493340146146,263.35656002886395,312.6567608373528,291.08002344851417,85.3211065170417,163.42352937676898,182.5025321394542,168.52571968011915,134.74784909095075,99.91943685636772,130.08644072547432,122.55883519097851
1998,KENTUCKY,115.0,41.76771881365155,73.61357202965003,39.20385986231677,16.061746513767005,201.08706084980312,232.4346896296792,246.2945145606326,243.2299790817069,262.90096580603443,290.7306397492657,299.4956831661095,308.20282717294174,139.30791887090078,174.10255368242417,193.11407184957528,178.2568120719954,123.6278099124626,116.5970011201051,106.40233721095376,129.9206549730145
1999,KENTUCKY,105.0,23.71453285735472,38.837151583184685,17.130240710255478,15.42441578859765,185.1174722050173,232.0568880645488,265.9711832483721,242.5390435942437,260.5366372083153,293.97745989938267,329.9737024270936,319.6520831438644,109.6983072017193,170.14104504877875,201.9686640696506,165.4353767832728,150.838330006596,123.83758259306316,128.00503835744303,154.2260790992414
2000,KENTUCKY,130.0,37.9111507577935,37.49346073767137,39.04192363637618,32.13814295058845,196.4217892009149,230.7613567180125,238.0983632480503,239.4397465594684,261.88905879302945,292.0704661115699,297.9646687608652,300.59684734468385,131.03868263016074,169.4603538506477,178.2320577352354,178.3189257577104,130.910012859496,122.60200573472962,119.7326110256298,122.24164160351604
2001,KENTUCKY,142.0,39.12906290844021,33.64451639668226,51.81659384283335,30.674454540553704,192.01176391104332,218.97936308855984,245.49431587410345,249.02872143904884,257.4702738119932,282.6779598930352,304.87654332457384,305.9806653361554,126.55943430437996,155.27070628993764,186.1206492176777,192.0822144104801,130.90139917682413,127.41731359724444,118.76445490094082,113.8230630066451
2002,KENTUCKY,104.0,51.47741086323138,32.39620995224634,27.92960370167601,18.198739230191222,169.1758904661944,237.2908024548181,259.1817098490622,253.30467227225876,235.0608338848168,298.9033142107618,316.8883727121412,316.63042529381386,103.35774495818896,175.69540647753684,201.4664312180041,189.9947126560021,131.74681096654052,123.20414558587014,115.41185641473072,126.55723287723328
2003,KENTUCKY,137.0,54.81823414587771,51.41951621318818,38.89586509374218,40.27420795159886,181.86675041400235,206.39817042319368,241.5777553004849,244.48816811820737,236.08419624668156,266.5149526406107,297.58952971399805,301.56730797773184,127.67167543389512,146.29301862879947,185.63554585990545,187.4513104767402,108.45993249835144,120.21030358878843,111.98555372698551,114.0774483382506
2004,KENTUCKY,152.0,70.47690145044298,33.95191782229031,43.34696636864729,31.893125488908787,208.7895716713709,224.8212935426414,236.82806507123277,219.8604746685245,267.747001719563,282.4626064752568,292.3401431648705,278.90557430496904,149.82074272213643,167.11223384956696,181.33355997360133,160.84909675511426,117.94016161998798,115.29069793730284,110.96239178742108,118.04834923078757
2005,KENTUCKY,132.0,20.32017576107809,22.53462209124901,34.696390817982014,53.95625479010141,167.99648413224827,235.478422608924,254.322167415281,260.3639799873179,240.19214053965484,298.0003408639658,309.1079519156488,321.8416721791285,95.83885837109771,172.9561760195668,199.5413091072424,198.8827417409264,144.33568158402622,125.08089356714066,109.55569648343403,122.962476492783
2006,KENTUCKY,146.0,35.4745287882271,34.67800404695091,37.27905045954101,36.45805994292893,170.85751897035345,219.32814441182143,249.2686944267564,252.95535747933627,233.848648692317,282.5404324139273,308.91696342419704,310.052226087124,107.84996268553776,156.12742249310725,189.6241739540681,195.85089859525812,125.99361644689158,126.40822214683824,119.29503078587209,114.20383318476988
2007,KENTUCKY,128.0,17.55255174930618,27.006996635919432,33.93942064200109,13.726960346259784,201.0741838458476,233.9050640691604,238.02651398001572,273.6777657196157,274.63016085303065,302.0603310483106,299.4333139637522,344.7210123895312,127.56544245353874,165.75388078649013,176.58453506078928,202.6633000178649,147.1369903702603,136.28751276417094,122.848306984611,142.05236857255667
2008,KENTUCKY,136.0,42.67187409371781,27.067324134160536,39.47546977091962,12.645404260857465,166.44556117180414,236.2980579831295,240.78754338158052,233.2622008670783,231.8395243376978,299.21070136207067,304.32766485212,299.8285631630932,101.08752856129958,173.34484949345793,177.25088484221723,166.74800682740678,130.6919557453644,125.8710959455548,127.09036683313457,133.12443036722593
2009,KENTUCKY,165.0,54.27521463089615,48.861791956399045,55.59233470970839,26.042620747000463,182.6806543761132,233.05356074334705,221.9716640679638,231.43866601801463,239.19998817785967,290.77640574250285,274.1400383504406,287.76114092534016,126.1747008150224,175.34860614760757,169.79301692245514,175.09986357249414,113.05135180906603,115.46206459382628,104.35729429101734,112.6674756780655
2010,KENTUCKY,124.0,73.8050300676672,38.52711152948594,41.98394801905389,26.952970397258685,195.91314389368043,250.5387225326077,256.69490643438843,255.975445527172,254.3671846464561,308.2886017491383,314.9924282946564,318.94404107631124,137.47564893079385,192.7876641597083,198.30801517244865,192.95361127468783,116.90531802359016,115.50211674579872,116.78900610665158,126.02132220522724
2011,KENTUCKY,139.0,61.19449355043506,48.4537776381536,35.627511323719084,20.525134536761136,178.75575498384302,233.16755539392312,261.7721890402625,242.274562192968,235.0350969534535,292.9108178028856,318.0529118128811,307.02150234590584,122.46466776435231,173.33583891151144,205.40686155216565,177.4203995984018,112.5451145648136,119.60986980104964,112.66409351805066,129.6907223973877
2012,KENTUCKY,68.0,39.68373440103233,15.457278843079957,49.10031642676307,24.64935866945098,206.4793749262804,223.5162911991396,267.894810796366,235.8265504439551,271.30130430080084,297.8613858530083,332.1848861178063,302.66287656340234,141.59519865386372,149.14670729862326,203.58001539625943,168.88477664298105,129.73683862447743,148.68938738311834,128.5913512681987,133.80577962988474
2013,KENTUCKY,170.0,39.15255829373665,54.56222774058112,57.51723117936691,32.62405695097144,183.01580759450368,227.1771709255212,234.05901534796104,231.521525864985,244.01165711370248,284.8744115576068,287.0827658310577,285.79989896265533,122.10598579694536,169.43385136833646,181.0195099580632,177.19496492332215,121.85506785631408,115.4652967743028,106.0179891909308,108.67291657803054
2014,KENTUCKY,158.0,35.04431511765743,33.31547579662808,30.251432791081672,46.23625202829125,188.84735309064635,234.1968276855206,224.81061093242604,238.97880050360124,254.41032009004684,290.775720944069,286.0597203107544,295.715254653387,123.23385227502476,177.5860990114939,163.52756652718605,182.2545942180128,131.1909106017833,113.1676460267818,122.50557875198352,113.43863365585992
2015,KENTUCKY,172.0,22.39745513754088,51.32551008954474,82.49139722797425,24.84471341928744,196.7272621951474,234.83720311991328,247.352514605995,226.2619995913775,262.1997014489657,289.9579045029822,298.2990146949939,286.9300822740906,131.25186382051686,179.7361588614154,196.40470807004695,165.57724066116117,130.86740254581136,110.16345508564406,101.88715569003624,121.338024438253
2016,KENTUCKY,159.0,53.78687396245601,33.09812749595942,71.0100902590131,42.42146029327332,171.58881059793555,238.47758095949064,255.5015411745597,256.8361593796332,229.3261598034913,301.494799003153,308.7021410346526,308.33761358913466,113.90938013153732,175.45145978705307,202.19448221335088,205.2102852072704,115.24865402472945,126.03266549208188,106.58575648007226,103.20953306676248
2017,KENTUCKY,178.0,53.04162213793877,43.767326032732,39.22799139345747,34.59376303844088,183.6933542809132,221.33781330497885,249.64174166974405,228.0664977690144,243.73848787385336,283.17610344288653,305.9233466478862,285.96606527268835,123.54493455757584,159.2181380829652,193.04662916047448,169.98057157827685,120.28583689163143,124.0986680181116,113.15787111325498,116.23496505009857
2018,KENTUCKY,175.0,41.3227912693601,55.18394483519232,36.560793420133656,42.77807442452752,222.64854675405607,242.51441551073503,248.91083207471888,244.32183407384855,284.1770480494632,299.4402868601067,306.3963996674251,297.101062992873,161.1223543020809,185.5866347417624,191.4448228046349,191.5217713810728,123.02193427440348,113.84829642365204,114.93747647646772,105.6029815057808
2019,KENTUCKY,169.0,39.07536035012017,72.36621576741464,41.713064353960775,28.85868258690572,202.2069006926756,222.38207913810888,252.9349262721458,243.4647774281455,260.8023316505195,277.9894245929426,308.9622192146514,305.2110523559511,143.67263625690995,166.85913643799387,196.90434155152133,181.6864610165144,117.10080154203,111.10747667488344,112.12049382090332,123.51650645562944
2020,KENTUCKY,184.0,48.00171451734018,41.81882244335925,45.364754585095206,42.76009290796604,169.10609178713122,226.53527608031,260.5043972615418,239.1767365562091,227.61368790672284,287.28729371743685,317.6972630663466,292.6713763563474,110.63652899713745,165.8561951318166,203.30857918514928,185.60539041213667,116.9145263718354,121.20211805422772,114.38365652629948,107.07005032600082
2021,KENTUCKY,192.0,31.61664068654768,43.50983220363758,51.11989976694231,42.70247706513223,168.91058573210182,229.65750997817537,243.36063768558196,248.8462249677612,234.70476023119085,286.7331417677145,297.8122405534838,303.0079727781177,103.19968723922602,172.5719412554047,188.8694719537685,194.6555663198453,131.53278239242286,114.12423328520516,108.93368611997045,108.38157075372226
2022,KENTUCKY,156.0,36.907711120444574,23.851780273162685,63.15548673407768,38.68551157707382,197.03629105002844,233.65153192714885,256.85279353983134,242.02641664319032,258.3212518548275,301.88601898406745,311.8083811653381,297.3511810700552,135.7942730543741,165.63290862346102,202.1068992546261,186.64682253301123,122.49386758489078,136.05437942416842,109.4379880675335,110.69737745607416
2023,KENTUCKY,186.0,28.592308205311816,37.51184036314425,48.18595974316047,37.10301502465158,177.10927239001202,213.1352933994346,248.74101137471231,237.9839313683718,240.35132731581044,277.14583760618694,303.86636794781333,292.8004010290712,114.05519472230424,149.39843295498886,193.6868838787396,183.20136505242533,126.260780752178,127.83145982918748,110.2456585927824,109.61253029074352
1973,MICHIGAN,79.0,38.29773959429316,31.75361786206796,26.45596171574581,23.646285818906215,107.275846756409,186.8519707952448,205.56621206728963,210.4630194761189,165.5387302452405,246.9217033258381,268.9927737083871,269.4372406768836,48.99435704073963,126.8537113813795,142.0813092655617,151.45966280500355,116.5719435876117,119.97083704718295,126.86115283605886,117.9520192224905
1974,MICHIGAN,60.0,29.893080532169144,32.72855107073029,20.99282669036562,28.245683070927598,107.2918618109798,166.6817532574529,208.32902921633445,193.1047140439221,168.6428090604179,231.1789747696786,276.588282727857,256.9179665693488,45.79633468647058,102.09298043389356,140.11306007947871,129.35319158552878,122.7729980630776,128.98363437021823,136.40325509476716,127.57898556073025
1975,MICHIGAN,80.0,25.85276947397679,34.69709408895774,23.5432842446316,51.28172011088575,151.12004051677744,182.63864324086373,209.25833101853365,198.72376188525345,221.5267734375769,243.158265041483,275.742953882002,259.98281290280966,80.65790120442992,121.9220581061448,142.76484988308826,137.41941673966093,141.0108582597421,121.07366596632212,132.86776777447426,122.53355749652002
1976,MICHIGAN,69.0,29.22832168408782,23.69392361329056,19.26699005075022,11.0869081408111,109.67531127701304,192.6692239429411,202.4887463439245,189.7032811627938,176.2166592047722,262.65479483022943,272.8719156154384,265.7438529369763,42.89975209093002,122.45600177101242,131.9807518460829,113.67830095103623,133.23373945161356,140.00933771940515,140.72652134268452,152.03543178059698
1977,MICHIGAN,85.0,9.479738658476832,24.58030641843785,27.35845753718881,36.51759419536173,162.30237455156282,164.04329325113343,213.8947108497653,178.56796804483946,243.65340444254693,233.53882668963251,280.55020987230137,241.55647002694383,80.98219890087087,94.69427800073376,147.50003873952866,115.42462547822656,162.5849436710736,138.6980305007993,132.84460418155993,126.2656835566818
1978,MICHIGAN,81.0,25.899184248123127,26.877647614945666,21.90468047244461,30.33788332008645,134.8696564575542,170.31727116439612,193.8847075368531,196.83219522556917,201.5213256511645,240.23115838597928,258.2805869219006,261.2964876652904,68.21402762532081,100.27926802006468,129.37310540485691,132.08424933315246,133.26303640341638,139.856327461008,128.79738375556434,129.07331824038366
1979,MICHIGAN,95.0,19.880443220992035,34.01309630144858,23.20385029795281,29.84412491123858,113.47721738262968,171.69501237154358,197.0247710706529,180.88481903189688,175.78997929104267,239.3360065060714,264.16029144471247,239.62470968008608,51.21839524322241,104.04540027361904,129.96610658092035,122.2032746383548,124.4670240290886,135.25210396895775,134.10727278799783,117.3876537023598
1980,MICHIGAN,95.0,18.116281721596497,32.08568775629571,30.42826195656581,32.01783302446839,135.8260130872432,157.3216105335502,204.18661539602465,205.94157059630956,207.2189051058855,223.0298468289452,268.0743996339568,262.8216803075899,64.29893656272954,91.69749419879246,140.42831843923193,149.08857741866413,142.77387559222834,131.54431278096965,127.7327823496883,113.68409708753182
1981,MICHIGAN,96.0,23.263809762788057,34.76963953900077,18.79650396694717,28.20176742689804,114.19610304602033,176.39057890058712,201.4871991779055,195.4148302007019,184.23020136359284,238.7025006781072,267.6310034335604,257.0298280443668,43.99966646259801,114.11913283557948,135.40474181801824,133.75150159894895,139.98721111405524,124.46400427201316,132.11203253158226,123.21139894316816
1982,MICHIGAN,107.0,21.949759818228376,26.61999043542711,33.78771328129216,22.63887381296877,154.62355635815288,147.82381226696256,204.5836114346978,176.65983211799738,220.6976536302932,213.5916804773387,269.02461192570865,240.467683013742,88.53996960742647,82.04210095364095,140.23393728274968,112.93138409463047,132.10779950707413,131.53573642075227,128.8820009820218,127.61570179148916
