data,ano,mes,quinzena,PRCP,TMAX,TMIN,diff,TMean
2014-08-24,2014.0,8.0,2.0,88.64476386036961,323.36301369863014,209.30344827586208,114.48965517241379,266.548275862069
2014-08-25,2014.0,8.0,2.0,15.014925373134329,313.08053691275165,207.1208053691275,105.95973154362416,260.1006711409396
2014-08-26,2014.0,8.0,2.0,8.286324786324787,306.6308724832215,196.34459459459458,111.08108108108108,251.88513513513513
2014-08-27,2014.0,8.0,2.0,4.475268817204301,305.28187919463085,182.59060402684563,122.69127516778524,243.93624161073825
2014-08-28,2014.0,8.0,2.0,1.9782608695652173,316.6644736842105,187.47019867549668,129.59602649006624,252.2682119205298
2014-08-29,2014.0,8.0,2.0,12.353200883002208,324.1275167785235,193.0608108108108,131.30405405405406,258.7128378378378
2014-08-30,2014.0,8.0,2.0,16.227272727272727,314.11724137931037,192.29655172413794,121.82068965517242,253.20689655172413
2014-08-31,2014.0,8.0,2.0,291.7326530612245,288.4366197183099,198.61267605633802,89.82394366197182,243.52464788732394
2015-05-01,2015.0,5.0,1.0,5.3538461538461535,207.86092715231788,43.6,164.16666666666666,125.68333333333334
2015-05-02,2015.0,5.0,1.0,0.06575963718820861,209.8843537414966,50.23809523809524,159.64625850340136,130.0612244897959
2015-05-03,2015.0,5.0,1.0,0.006756756756756757,245.48979591836735,71.55479452054794,173.82876712328766,158.46917808219177
2015-05-04,2015.0,5.0,1.0,0.011210762331838564,264.76666666666665,96.19333333333333,168.57333333333332,180.48
2015-05-05,2015.0,5.0,1.0,0.013333333333333334,277.80263157894734,113.65333333333334,163.92666666666668,195.61666666666667
2015-05-06,2015.0,5.0,1.0,1.069042316258352,285.32894736842104,126.10526315789474,159.22368421052633,205.7171052631579
2015-05-07,2015.0,5.0,1.0,2.210762331838565,288.1523178807947,126.3841059602649,161.7682119205298,207.2682119205298
2015-05-08,2015.0,5.0,1.0,2.3936651583710407,295.0,133.11409395973155,161.88590604026845,214.05704697986576
2015-05-09,2015.0,5.0,1.0,8.094036697247706,296.77702702702703,150.1904761904762,146.60544217687075,223.49319727891157
2015-05-10,2015.0,5.0,1.0,9.102739726027398,296.2450331125828,162.73333333333332,133.6,229.53333333333333
2015-05-11,2015.0,5.0,1.0,2.301149425287356,300.3618421052632,167.49668874172184,132.86754966887418,233.93046357615893
2015-05-12,2015.0,5.0,1.0,10.178173719376392,275.61842105263156,148.158940397351,127.51655629139073,211.91721854304635
2015-05-13,2015.0,5.0,1.0,0.24489795918367346,248.84967320261438,92.87581699346406,156.05263157894737,171.0
2015-05-14,2015.0,5.0,1.0,0.04072398190045249,258.6066666666667,99.35333333333334,159.25333333333333,178.98
2015-05-15,2015.0,5.0,1.0,3.2412993039443156,266.12,136.7986577181208,129.20805369127515,201.40268456375838
2015-05-16,2015.0,5.0,2.0,73.99549549549549,270.43150684931504,170.65068493150685,99.78082191780823,220.54109589041096
2015-05-17,2015.0,5.0,2.0,92.2749445676275,258.8,183.42758620689656,75.37241379310345,221.11379310344827
2015-05-18,2015.0,5.0,2.0,120.04077253218884,270.08,179.69333333333333,90.38666666666667,224.88666666666666
2015-05-19,2015.0,5.0,2.0,65.14922048997772,268.9246575342466,171.27397260273972,97.65068493150685,220.09931506849315
2015-05-20,2015.0,5.0,2.0,4.32258064516129,268.32876712328766,124.79452054794521,143.53424657534248,196.56164383561645
2015-05-21,2015.0,5.0,2.0,81.24625267665952,240.35570469798657,109.12080536912751,131.23489932885906,174.73825503355704
2015-05-22,2015.0,5.0,2.0,2.8411214953271027,176.7482993197279,61.074829931972786,115.6734693877551,118.91156462585035
2015-05-23,2015.0,5.0,2.0,1.5083932853717026,241.43571428571428,80.72661870503597,160.5251798561151,160.9892086330935
2015-05-24,2015.0,5.0,2.0,2.695961995249406,271.59285714285716,121.35,150.24285714285713,196.47142857142856
2015-05-25,2015.0,5.0,2.0,87.29128440366972,274.4357142857143,160.0359712230216,114.1726618705036,217.12230215827338
2015-05-26,2015.0,5.0,2.0,101.04338394793926,259.97986577181206,173.6081081081081,86.32432432432432,216.77027027027026
2015-05-27,2015.0,5.0,2.0,69.96103896103897,271.06711409395973,175.47297297297297,95.77702702702703,223.36148648648648
2015-05-28,2015.0,5.0,2.0,76.91666666666667,270.21379310344827,169.94482758620688,100.26896551724138,220.07931034482758
2015-05-29,2015.0,5.0,2.0,39.6858407079646,275.39716312056737,171.8581560283688,103.53900709219859,223.62765957446808
2015-05-30,2015.0,5.0,2.0,38.02097902097902,279.4890510948905,179.76642335766422,99.6029411764706,229.5808823529412
2015-05-31,2015.0,5.0,2.0,49.50921658986175,278.1056338028169,173.40845070422534,104.69718309859155,225.75704225352112
