data,ano,mes,quinzena,PRCP,TMAX,TMIN,diff,TMean
1979-07-02,1979.0,7.0,1.0,17.536036036036037,294.39344262295083,176.34959349593495,118.05737704918033,235.36475409836066
1979-07-03,1979.0,7.0,1.0,1.6053811659192825,325.81451612903226,189.384,136.33870967741936,257.64516129032256
1979-07-04,1979.0,7.0,1.0,63.07657657657658,317.3193277310924,182.72268907563026,133.9145299145299,250.0
1979-07-05,1979.0,7.0,1.0,93.94594594594595,232.20325203252034,152.33333333333334,80.21951219512195,192.09349593495935
1979-07-06,1979.0,7.0,1.0,33.309417040358746,198.28225806451613,136.336,61.96774193548387,167.2983870967742
1979-07-07,1979.0,7.0,1.0,13.816143497757848,236.09016393442624,139.424,96.42622950819673,187.87704918032787
1979-07-08,1979.0,7.0,1.0,14.09865470852018,287.672131147541,158.1951219512195,129.45901639344262,222.94262295081967
1979-07-09,1979.0,7.0,1.0,7.874439461883408,301.736,171.75,129.8780487804878,236.59756097560975
1979-07-10,1979.0,7.0,1.0,1.1614349775784754,319.408,169.36507936507937,150.112,244.352
1979-07-11,1979.0,7.0,1.0,2.96875,335.031746031746,183.00787401574803,152.07142857142858,258.99603174603175
1979-07-12,1979.0,7.0,1.0,0.9017857142857143,341.23809523809524,191.33858267716536,149.43650793650792,266.51984126984127
1979-07-13,1979.0,7.0,1.0,1.0089285714285714,345.22222222222223,191.24409448818898,154.0,268.22222222222223
1979-07-14,1979.0,7.0,1.0,7.915178571428571,330.0,158.0,171.88709677419354,243.55645161290323
1979-07-15,1979.0,7.0,1.0,133.41517857142858,303.69354838709677,159.20634920634922,144.78225806451613,231.30241935483872
1979-07-16,1979.0,7.0,2.0,26.459821428571427,269.808,150.45669291338584,119.568,210.024
1979-07-17,1979.0,7.0,2.0,56.955357142857146,251.25396825396825,147.61417322834646,103.74603174603175,199.38095238095238
1979-07-18,1979.0,7.0,2.0,7.151785714285714,259.3095238095238,143.89763779527559,115.46031746031746,201.5793650793651
1979-07-19,1979.0,7.0,2.0,7.352678571428571,281.7741935483871,140.368,141.30645161290323,211.1209677419355
1979-07-20,1979.0,7.0,2.0,5.232142857142857,303.12698412698415,152.15873015873015,150.8,227.84
1979-07-21,1979.0,7.0,2.0,2.0267857142857144,321.96031746031747,169.4920634920635,152.352,245.736
1979-07-22,1979.0,7.0,2.0,20.309417040358746,322.704,178.84677419354838,143.85365853658536,250.739837398374
1979-07-23,1979.0,7.0,2.0,19.968609865470853,309.86290322580646,185.74603174603175,123.85483870967742,247.93548387096774
1979-07-24,1979.0,7.0,2.0,117.34375,293.2903225806452,176.64285714285714,116.35483870967742,235.11290322580646
1979-07-25,1979.0,7.0,2.0,26.580357142857142,287.824,162.96850393700788,124.296,225.676
1979-07-26,1979.0,7.0,2.0,11.714285714285714,299.064,162.8015873015873,136.208,230.96
1979-07-27,1979.0,7.0,2.0,51.86607142857143,307.3174603174603,166.85826771653544,140.5,237.06746031746033
1979-07-28,1979.0,7.0,2.0,69.22767857142857,300.24,176.53174603174602,123.72,238.38
1979-07-29,1979.0,7.0,2.0,19.200892857142858,304.6774193548387,186.936,117.84677419354838,245.7540322580645
1979-07-30,1979.0,7.0,2.0,65.86160714285714,306.0238095238095,174.96062992125985,131.21428571428572,240.41666666666666
1979-07-31,1979.0,7.0,2.0,13.482142857142858,277.94444444444446,156.54330708661416,121.43650793650794,217.22619047619048
1979-08-01,1979.0,8.0,1.0,11.513274336283185,286.60769230769233,126.9076923076923,159.7,206.7576923076923
1979-08-02,1979.0,8.0,1.0,19.442477876106196,312.26356589147287,150.7906976744186,161.47286821705427,231.52713178294573
1979-08-03,1979.0,8.0,1.0,0.8061674008810573,330.45384615384614,154.4923076923077,175.96153846153845,242.47307692307692
1979-08-04,1979.0,8.0,1.0,0.5594713656387665,353.140625,169.86046511627907,183.171875,261.5546875
1979-08-05,1979.0,8.0,1.0,0.13656387665198239,358.6328125,172.8139534883721,185.66141732283464,266.04330708661416
1979-08-06,1979.0,8.0,1.0,0.4801762114537445,358.81538461538463,187.13953488372093,171.74418604651163,273.01162790697674
1979-08-07,1979.0,8.0,1.0,0.03524229074889868,362.5076923076923,192.2846153846154,169.9922480620155,277.6085271317829
1979-08-08,1979.0,8.0,1.0,10.118942731277533,354.9769230769231,192.66923076923078,162.30769230769232,273.82307692307694
1979-08-09,1979.0,8.0,1.0,19.555066079295155,336.9076923076923,197.6796875,139.15625,267.2578125
1979-08-10,1979.0,8.0,1.0,52.9647577092511,298.8538461538462,150.47692307692307,148.37692307692308,224.66538461538462
1979-08-11,1979.0,8.0,1.0,0.5462555066079295,269.224,111.53125,157.504,190.472
1979-08-12,1979.0,8.0,1.0,0.2026431718061674,302.33858267716533,144.4,158.24,223.52
1979-08-13,1979.0,8.0,1.0,7.030837004405286,293.3622047244094,149.37301587301587,143.536,221.312
1979-08-14,1979.0,8.0,1.0,63.651982378854626,224.4198473282443,122.90839694656489,101.5114503816794,173.66412213740458
1979-08-15,1979.0,8.0,1.0,22.97797356828194,170.8671875,107.16923076923077,63.453125,139.140625
1979-08-16,1979.0,8.0,2.0,5.704845814977974,224.03100775193798,118.4,105.57364341085271,171.24418604651163
1979-08-17,1979.0,8.0,2.0,3.0220264317180616,302.12213740458014,159.25954198473283,142.86259541984734,230.6908396946565
1979-08-18,1979.0,8.0,2.0,66.76106194690266,309.34615384615387,175.328125,133.8203125,242.23828125
1979-08-19,1979.0,8.0,2.0,116.15929203539822,268.93798449612405,160.2421875,109.578125,215.03125
1979-08-20,1979.0,8.0,2.0,18.623893805309734,268.51937984496124,154.1153846153846,114.62790697674419,211.20542635658916
1979-08-21,1979.0,8.0,2.0,41.54625550660793,272.9612403100775,141.6769230769231,131.984375,207.1484375
1979-08-22,1979.0,8.0,2.0,14.51101321585903,277.0,142.25954198473283,134.68217054263565,209.65891472868216
1979-08-23,1979.0,8.0,2.0,4.687224669603524,271.51937984496124,133.1153846153846,138.58139534883722,202.22868217054264
1979-08-24,1979.0,8.0,2.0,7.863436123348017,274.3953488372093,119.63846153846154,154.68992248062017,197.0503875968992
1979-08-25,1979.0,8.0,2.0,38.26431718061674,268.17054263565893,129.06923076923076,139.04651162790697,198.64728682170542
1979-08-26,1979.0,8.0,2.0,135.49115044247787,262.5859375,130.72868217054264,132.1796875,196.49609375
1979-08-27,1979.0,8.0,2.0,17.283185840707965,262.1162790697674,126.32307692307693,135.89147286821705,194.1705426356589
1979-08-28,1979.0,8.0,2.0,3.647577092511013,274.9846153846154,146.50381679389312,128.42307692307693,210.77307692307693
1979-08-29,1979.0,8.0,2.0,12.105726872246697,301.6046511627907,136.1153846153846,165.72868217054264,218.74031007751938
1979-08-30,1979.0,8.0,2.0,0.6696035242290749,325.0390625,161.93023255813952,163.1875,243.4453125
