data,ano,mes,quinzena,PRCP,TMAX,TMIN,diff,TMean
1996-07-08,1996.0,7.0,1.0,3.8439716312056738,239.32142857142858,98.41964285714286,140.90178571428572,168.87053571428572
1996-07-09,1996.0,7.0,1.0,1.6666666666666667,223.43859649122808,69.10434782608695,154.7017543859649,146.08771929824562
1996-07-10,1996.0,7.0,1.0,7.25531914893617,254.50877192982455,97.8859649122807,156.62280701754386,176.19736842105263
1996-07-11,1996.0,7.0,1.0,46.95035460992908,261.3157894736842,117.3716814159292,144.141592920354,189.44247787610618
1996-07-12,1996.0,7.0,1.0,11.007194244604317,237.09734513274336,123.73451327433628,113.36283185840708,180.41592920353983
1996-07-13,1996.0,7.0,1.0,10.4822695035461,248.45535714285714,109.53571428571429,138.91964285714286,178.99553571428572
1996-07-14,1996.0,7.0,1.0,22.53956834532374,261.3805309734513,115.51785714285714,145.91071428571428,188.47321428571428
1996-07-15,1996.0,7.0,1.0,10.735714285714286,278.2543859649123,110.42105263157895,167.83333333333334,194.33771929824562
1996-07-16,1996.0,7.0,2.0,0.8865248226950354,306.780701754386,146.12280701754386,160.6578947368421,226.4517543859649
1996-07-17,1996.0,7.0,2.0,36.56551724137931,302.504347826087,168.6695652173913,133.83478260869566,235.58695652173913
1996-07-18,1996.0,7.0,2.0,119.39285714285714,279.6608695652174,167.71052631578948,112.30701754385964,223.8640350877193
1996-07-19,1996.0,7.0,2.0,22.64788732394366,284.8141592920354,173.93859649122808,110.91150442477876,229.358407079646
1996-07-20,1996.0,7.0,2.0,174.39716312056737,270.6637168141593,157.96491228070175,112.82300884955752,214.25221238938053
1996-07-21,1996.0,7.0,2.0,11.092198581560284,268.08849557522126,138.74107142857142,129.16071428571428,203.32142857142858
1996-07-22,1996.0,7.0,2.0,5.335714285714285,256.0982142857143,107.60714285714286,148.49107142857142,181.85267857142858
1996-07-23,1996.0,7.0,2.0,5.45,244.38738738738738,119.23423423423424,125.15315315315316,181.8108108108108
1996-07-24,1996.0,7.0,2.0,8.157142857142857,237.13274336283186,106.84070796460178,130.2920353982301,171.9867256637168
1996-07-25,1996.0,7.0,2.0,5.077464788732394,243.52678571428572,97.73214285714286,145.79464285714286,170.62946428571428
