data,ano,mes,quinzena,PRCP,TMAX,TMIN,diff,TMean
1973-08-30,1973.0,8.0,2.0,0.26244343891402716,333.7704918032787,188.6747967479675,144.91803278688525,261.3114754098361
1973-08-31,1973.0,8.0,2.0,3.9638009049773757,333.77685950413223,189.0731707317073,144.65289256198346,261.4504132231405
1974-05-01,1974.0,5.0,1.0,79.1559633027523,222.24193548387098,93.28455284552845,128.91056910569105,157.739837398374
1974-05-02,1974.0,5.0,1.0,2.881818181818182,189.6209677419355,17.04032258064516,172.58064516129033,103.33064516129032
1974-05-03,1974.0,5.0,1.0,79.06818181818181,167.576,42.2,125.376,104.888
1974-05-04,1974.0,5.0,1.0,10.95890410958904,147.79674796747966,29.601626016260163,118.1951219512195,88.69918699186992
1974-05-05,1974.0,5.0,1.0,0.7636363636363637,146.304,-10.144,156.448,68.08
1974-05-06,1974.0,5.0,1.0,17.727272727272727,142.664,28.176,114.488,85.42
1974-05-07,1974.0,5.0,1.0,21.759090909090908,119.704,4.416,115.288,62.06
1974-05-08,1974.0,5.0,1.0,1.209090909090909,138.76612903225808,-17.864,156.5483870967742,60.49193548387097
1974-05-09,1974.0,5.0,1.0,30.759090909090908,164.32,50.733870967741936,113.5241935483871,107.49596774193549
1974-05-10,1974.0,5.0,1.0,74.70454545454545,165.24,75.976,89.264,120.608
1974-05-11,1974.0,5.0,1.0,8.586363636363636,198.128,20.72,177.408,109.424
1974-05-12,1974.0,5.0,1.0,186.20642201834863,220.56,70.656,149.904,145.608
1974-05-13,1974.0,5.0,1.0,209.36238532110093,164.272,70.472,93.8,117.372
1974-05-14,1974.0,5.0,1.0,0.6877828054298643,223.024,55.416,167.608,139.22
1974-05-15,1974.0,5.0,1.0,0.10407239819004525,282.744,109.496,173.248,196.12
1974-05-16,1974.0,5.0,2.0,0.5136363636363637,273.632,90.792,182.84,182.212
1974-05-17,1974.0,5.0,2.0,6.218181818181818,288.10483870967744,136.8790322580645,151.2258064516129,212.49193548387098
1974-05-18,1974.0,5.0,2.0,60.095454545454544,276.3709677419355,133.58064516129033,142.79032258064515,204.9758064516129
1974-05-19,1974.0,5.0,2.0,3.540909090909091,248.32258064516128,119.71774193548387,128.6048387096774,184.0201612903226
1974-05-20,1974.0,5.0,2.0,1.2954545454545454,231.0,66.232,164.768,148.616
1974-05-21,1974.0,5.0,2.0,0.2318181818181818,249.99193548387098,73.5241935483871,176.46774193548387,161.75806451612902
1974-05-22,1974.0,5.0,2.0,12.271493212669684,277.4,113.976,163.424,195.688
1974-05-23,1974.0,5.0,2.0,103.29729729729729,264.376,147.952,116.424,206.164
1974-05-24,1974.0,5.0,2.0,36.54504504504504,242.128,111.856,130.272,176.992
1974-05-25,1974.0,5.0,2.0,9.635135135135135,206.824,77.84,128.984,142.332
1974-05-26,1974.0,5.0,2.0,0.1891891891891892,174.912,72.4,102.512,123.656
1974-05-27,1974.0,5.0,2.0,0.9054054054054054,178.08,55.928,122.152,117.004
1974-05-28,1974.0,5.0,2.0,11.346846846846846,193.48,43.288,150.192,118.384
1974-05-29,1974.0,5.0,2.0,42.27477477477478,207.784,95.232,112.552,151.508
1974-05-30,1974.0,5.0,2.0,55.94144144144144,226.04,135.928,90.112,180.984
1974-05-31,1974.0,5.0,2.0,12.4009009009009,241.312,132.904,108.408,187.108
1974-06-01,1974.0,6.0,1.0,123.10407239819004,216.104,135.5121951219512,81.6178861788618,176.3211382113821
1974-06-02,1974.0,6.0,1.0,17.744394618834082,209.264,96.34959349593495,113.78861788617886,153.2439024390244
1974-06-03,1974.0,6.0,1.0,6.647321428571429,230.15079365079364,85.58870967741936,145.99193548387098,158.58467741935485
1974-06-04,1974.0,6.0,1.0,2.09375,256.1984126984127,94.25,163.08064516129033,175.79032258064515
1974-06-05,1974.0,6.0,1.0,0.0,270.63492063492066,113.83064516129032,157.80645161290323,192.73387096774192
