ano,mes,PRCP,TMAX,TMIN,diff,TMean
1973.0,5.0,39.15689100905374,184.30422180261456,72.74510821512321,111.41973736043475,128.4204697072473
1973.0,6.0,43.94011945087531,270.31693524992505,147.76298713407635,122.31224225957668,209.1033192718827
1973.0,7.0,25.405131747879825,284.5814225406404,158.22496304999757,126.30498043649638,221.40173261344353
1973.0,8.0,29.893812664590655,281.3362194808814,161.18591812068263,120.10189988668033,221.26999251250402
1974.0,5.0,34.85927756963426,208.7974226711674,72.52290275204521,136.26837504970263,140.65972711352504
1974.0,6.0,40.42354221338496,241.94462502061978,121.15264361970488,121.8402024142902,182.06467835736294
1974.0,7.0,30.982231673599397,282.89828578603743,146.31588800799602,136.71379001252922,214.6731149787798
1974.0,8.0,34.12495477204178,272.578422684956,150.81057647345224,121.76299136746918,211.70725408453308
1975.0,5.0,35.06578539098684,235.8943672723688,100.65362997811744,134.99993118922438,168.23805147374745
1975.0,6.0,51.473422013023175,255.07544869227618,139.42394375509426,115.48066745289854,197.16974321478168
1975.0,7.0,33.30968884991996,284.13135728405894,154.75842887381012,129.640516842897,219.33237763121798
1975.0,8.0,39.4722068128816,278.64381404718984,156.18794585658912,122.69003716798287,217.2693463336885
1976.0,5.0,28.454937569567093,202.4682517021048,67.11117274656802,135.20186206209476,134.74940412873542
1976.0,6.0,39.3681755267934,271.9351755410567,145.07375085901825,126.67102395277801,208.43434890783416
1976.0,7.0,34.763451649356824,263.1462952571572,143.43036866914534,119.66773601937575,203.06220221103746
1976.0,8.0,28.106687673505537,264.85992795322875,133.3157094462183,131.78777352878942,198.93242892810943
1977.0,5.0,14.185903399771973,246.51488495012993,85.98598039647167,160.695956723326,166.10364082239724
1977.0,6.0,34.527294117002086,245.67917725006657,117.88643983398146,128.2441249875144,181.54861900418547
1977.0,7.0,42.17255418393938,291.54565185249595,159.01350931922522,132.4938050508071,225.3055396112921
1977.0,8.0,36.246121332885444,270.3664962742846,151.31454966469263,119.23702739700174,210.73352632688866
1978.0,5.0,47.15780529087637,201.3349418262079,82.58461761433898,118.79772267536804,141.94512241354164
1978.0,6.0,33.21298365238098,259.3065247122,123.7434980106536,135.51651630586736,191.55948504666125
1978.0,7.0,33.21852569673176,269.98631572976825,148.48391127973846,121.5473072340049,209.3137869996229
1978.0,8.0,39.2625631799733,277.50442846556047,163.35041021066428,114.06017595376001,220.3915719234332
1979.0,5.0,39.78905503176286,212.03453426874893,83.12540120366306,128.78846562461487,147.60085262940228
1979.0,6.0,21.094296089104038,251.52808644832552,118.6054107859266,132.92097849069899,185.06196536976984
1979.0,7.0,36.136718696005026,270.5502682848002,152.6783683651828,117.61775476597148,211.7296532457375
1979.0,8.0,37.962687497493796,264.82893008840756,151.92447486913457,112.72303975549764,208.4607409361307
1980.0,5.0,26.684341831241525,225.88892990207552,85.19238125928648,140.66736686438864,155.56289453363527
1980.0,6.0,34.92906653389558,252.08309651337342,106.67941435939348,145.35523357379125,179.38895215361362
1980.0,7.0,36.71101874836314,290.12513924311054,156.10735672651188,134.1521447426197,223.14007763730672
1980.0,8.0,28.641557508609715,287.62721367324264,168.43756971922227,119.1259519401112,227.9836705722979
1981.0,5.0,28.597749637272095,218.31546902640272,73.857400223044,144.27885475623154,146.05954765109126
1981.0,6.0,47.378671876401214,261.72988654702056,133.94916266363066,127.52417594519187,197.82335147465216
1981.0,7.0,36.73855241747639,279.42138834374555,156.7447165539734,122.52318775652323,218.03900568806085
1981.0,8.0,19.34890039556291,269.0711347282433,137.21270639520657,131.63044081744766,203.10492730228927
1982.0,5.0,31.27556487308879,238.3758036973416,93.93718449534103,144.4059778140619,166.17506112371962
1982.0,6.0,53.348847742768825,235.7627298273211,120.26653740962345,115.62237083986527,177.95154440738847
1982.0,7.0,27.541557869978757,284.5721011941171,151.41799540956555,133.2612109457756,217.98521289877866
1982.0,8.0,24.564343553083294,257.45291206267314,124.12421271837194,133.32980067263034,190.7999645548768
1983.0,5.0,43.43412548290647,198.82801986713397,66.36568179832733,132.30338051581003,132.63079551259415
1983.0,6.0,41.73158899994486,266.4380940128316,124.10323621138143,142.27120556300335,195.32012897237675
1983.0,7.0,17.965594953882366,295.8157982537824,152.60230781466947,143.0819629828148,224.26873375278208
1983.0,8.0,27.977754365171627,292.8216967049461,155.90739229979994,136.89950473100689,224.37284596642237
1984.0,5.0,53.58690363334247,190.2524806987088,71.7380186784832,118.71370377777829,130.88454569113824
1984.0,6.0,39.587089603832474,270.9116215994634,130.5493672462405,140.27614150049905,200.78572292303497
1984.0,7.0,45.049684993721286,266.60937650241317,143.85417796479211,122.72829308920333,205.24149539265485
1984.0,8.0,39.2663814204673,274.7479065859529,155.30905545514727,119.31504544079387,215.09225679178925
1985.0,5.0,39.689167646167355,229.08050367526377,86.6419556109643,142.6158678627627,157.76103459464886
1985.0,6.0,29.714900721044362,241.61903521258262,115.48103072228072,126.33157154954262,178.4571233272771
1985.0,7.0,38.80240947180569,277.1693194794073,147.2671512180974,130.01710834503083,212.14791638234936
1985.0,8.0,30.972573645911293,268.11988620815043,146.05096162717135,122.121972601092,207.07310795638136
1986.0,5.0,20.233748751828504,231.45986297092568,91.64869250217578,139.75358312943897,161.58958520836728
1986.0,6.0,38.02224409973119,262.8737932445264,124.18212496430824,138.6458102962792,193.54279929030082
1986.0,7.0,44.19480469232108,280.7002465486926,160.83933504707895,119.8404772587233,220.7732192519731
1986.0,8.0,30.162205942203627,259.91639282276236,133.80859728811168,125.93839024725361,196.94090568385292
